about,answering_body,question_text,tabling_member_printed,uin,grouped_question_uin,answer_text_value,answering_member_about,answering_member_label_value,answering_member_constituency_value,answering_member_printed_value,date_of_answer_value,answer_date_time,date_of_answer_datatype,is_ministerial_correction_value,is_ministerial_correction_datatype,attachment_about,attachment_title,attachment_file_name_value,previous_answer_version_about,previous_answer_version_answering_member_about,previous_answer_version_answering_member_label_value,previous_answer_version_answering_member_constituency_value,previous_answer_version_answering_member_printed_value,answering_dept_id_value,answering_dept_short_name_value,answering_dept_sort_name_value,date_value,date_datatype,hansard_heading_value,house_id_value,registered_interest_value,registered_interest_datatype,tabling_member_about,tabling_member_label_value,tabling_member_constituency_value,attachment,question_first_ministerially_corrected,answering_member,previous_answer_version_attachment_about,previous_answer_version_attachment_title,previous_answer_version_attachment_file_name_value,previous_answer_version,legislature_pref_label_value,legislature_about
982656,Ministry of Defence,"To ask the Secretary of State for Defence, how many days each Type 23 frigate has spent at sea in each year since those ships came into service.",Nia Griffith,176120,
